genres,title,item_id,anio_lanzamiento
"indie,simulation,strategy",Influent DLC - Svenska [Learn Swedish],286965,2014
"adventure,free to play,indie,rpg",Heroine's Quest: The Herald of Ragnarok,283880,2014
casual,Anmynor Puzzles,275330,2014
adventure,D.W.A.R.F.S.,281560,2008
"casual,simulation",My Pet Hotel,276380,2014
"action,adventure",Castlevania: Lords of Shadow 2 - Armored Dracula Costume,273150,2014
"action,adventure",Castlevania: Lords of Shadow 2 - Dark Dracula Costume,273151,2014
"action,adventure",Castlevania: Lords of Shadow 2 - Relic Rune Pack,273152,2014
"casual,simulation",Rocksmith® 2014 – Matchbox Twenty - “3AM”,271464,2014
"casual,simulation,strategy",Gardens Inc. – From Rakes to Riches,279420,2014
"casual,simulation",Rocksmith® 2014 – Matchbox Twenty - “Push”,271465,2014
"casual,simulation",Rocksmith® 2014 – Matchbox Twenty - “How Far We’ve Come”,271466,2014
"casual,simulation",Rocksmith® 2014 – Matchbox Twenty - “She’s So Mean”,271467,2014
"action,adventure,indie,rpg",Mercenary Kings,218820,2014
"adventure,indie,rpg",Quest of Dungeons,270050,2014
"casual,simulation",Rocksmith® 2014 – Matchbox Twenty Song Pack,271469,2014
"action,racing,early access",Calibre 10 Racing,266370,2014
"casual,simulation",Rocksmith® 2014 – Matchbox Twenty - “Unwell”,271468,2014
simulation,Train Simulator: Dispolok BR 189 Loco Add-On,258645,2014
strategy,Total War: ROME II - Hannibal at the Gates Campaign Pack,273380,2014
"adventure,casual,indie",The Witch's Yarn,287740,2014
"action,indie",Scourge: Outbreak - Blindside PvP Map pack,270650,2014
"casual,indie,strategy,early access",FaeVerse Alchemy,282880,2014
adventure,Black Mirror II,286460,2011
simulation,2014 Edition Add-on - Masters of the World DLC,278481,2014
"adventure,casual",Abyss: The Wraiths of Eden,284710,2012
strategy,Freight Tycoon Inc.,289340,2007
rpg,Konung 3: Ties of the Dynasty,289380,2010
"action,adventure,simulation",The Tomorrow War,289480,2009
action,El Matador,289280,2006
action,Call of Duty®: Ghosts - Zakhaev Special Character,281341,2014
action,Call of Duty®: Ghosts - Legend Pack - Makarov,281340,2014
action,Call of Duty®: Ghosts - Rorke Special Character,281342,2014
"adventure,indie",Actual Sunlight,288040,2014
"indie,simulation",Euro Truck Simulator 2 - Force of Nature Paint Jobs Pack,292320,2014
"rpg,strategy",Marauder,289600,2009
"adventure,indie",Oknytt,286320,2013
"action,indie,rpg",Half Minute Hero: The Second Coming,240970,2014
"education,software training",GTGD S2: Just One Dev,292350,2014
action,Halo: Spartan Assault,277430,2014
"adventure,casual,indie,rpg",Super Motherload,269110,2013
"animation &amp,modeling,design &amp,illustration",Leadwerks Game Engine - Professional Edition,287760,2014
"casual,simulation,strategy",Evolution RTS,291150,2014
"adventure,casual","House of 1,000 Doors: Family Secrets Collector's Edition",286500,2014
"adventure,casual,indie",Motte Island,291290,2014
simulation,Munich Bus Simulator,283560,2014
"adventure,indie,rpg",Paper Dungeons,283040,2014
"casual,simulation",Rocksmith® 2014 – Bob Dylan - “Just Like a Woman”,271475,2014
"audio production,utilities,video production",Zoom Player 13 : Steam Edition,269550,2014
"casual,simulation",Rocksmith® 2014 – Bob Dylan - “Like a Rolling Stone”,271476,2014
"casual,simulation",Rocksmith® 2014 – Bob Dylan - “Subterranean Homesick Blues”,271477,2014
"indie,rpg,simulation,strategy",Smugglers 5,291450,2014
"action,indie",Volt,290280,2014
"casual,indie,strategy",Hive - The Ladybug,258851,2014
"design &amp,illustration",Krita Gemini,280680,2014
simulation,Town Scenery Pack,256525,2009
simulation,Platform Clutter Scenery Pack,256524,2009
simulation,Class A1 ‘Tornado’ Ex-Works Grey Add-on Livery,256526,2009
simulation,Class A1 'Tornado' Express Passenger Blue Add-on Livery,256527,2009
simulation,Thompson Class B1 LNER Green Add-on Livery,256555,2009
simulation,"F7 Southern Pacific ""Bloody Nose"" Add-on Livery",256549,2009
simulation,BR Class 31 Ochre Add-on Livery,256552,2009
simulation,BR Provincial Sector Class 143 Add-on Livery,275163,2014
simulation,BR Blue Class 08 Add-on Livery,275804,2009
simulation,BR Green Class 08 Add-on Livery,275807,2009
simulation,BR General Class 08 Add-on Livery,275809,2009
simulation,Class 31 Intercity Add-on Livery,256554,2009
simulation,Class 31 Regional Railways Add-on Livery,256532,2009
"action,adventure,indie",Secrets of Rætikon,246680,2014
"action,adventure,indie",Secrets of Rætikon - Soundtrack,289540,2014
"action,indie",Space Farmers,271570,2014
"casual,indie,simulation",Pixel Puzzles: Japan,284950,2014
adventure,Robin's Quest,292880,2014
"action,casual,indie",Heldric - The legend of the shoemaker Demo,295210,2014
"action,casual,indie",Heldric - The legend of the shoemaker,293420,2014
"adventure,rpg,strategy",Agarest: Generations of War Zero,260130,2014
"free to play,indie,massively multiplayer,rpg",Villagers and Heroes,263540,2014
"casual,indie",Circuits,282760,2014
"action,strategy",Uprising44: The Silent Shadows,280380,2014
"adventure,casual",Dracula: The Resurrection,289800,2014
"action,casual,indie",Vitrum,291270,2012
"action,casual,indie",Vitrum Demo,294350,2012
"casual,strategy",Abalone,279480,2014
"action,rpg",BorderZone,289220,2006
"rpg,strategy",Ascension to the Throne,289200,2007
strategy,Battle Academy - Operation Market Garden,287091,2011
strategy,Battle Academy - Blitzkrieg France,287090,2010
strategy,Battle Academy - Rommel in Normandy,287094,2013
strategy,Battle Academy - Fortress Metz,287095,2013
strategy,Battle Academy - Operation Sealion,287092,2012
strategy,Battle Academy - Operation Husky,287093,2013
"adventure,indie",FarSky,286340,2014
casual,Redneck Racers,288730,2010
"action,adventure,indie",Among the Sleep Demo,285540,2014
"action,casual,indie",Rabbit Hole 3D: Steam Edition,283660,2014
"action,adventure,indie",Depths of Fear :: Knossos,252570,2014
"indie,simulation,strategy",Spice Road,293960,2014
"adventure,casual",Nostradamus: The Last Prophecy,287720,2014
racing,Street Racing Syndicate,292410,2005
"adventure,casual",Clockwork Tales: Of Glass and Ink,284830,2013
action,Rogue Shooter: The FPS Roguelike,295770,2014
action,Rogue Shooter: The FPS Roguelike Demo,298010,2014
"simulation,strategy",Brigade E5: New Jagged Union,296210,2006
rpg,Stardust Pack,290406,2014
"rpg,simulation,strategy","7,62 High Calibre",289890,2007
adventure,Nicolas Eymerich - The Inquisitor - Book 1 : The Plague,279500,2014
"action,indie",Croixleur Sigma,250640,2014
action,Kovac’s Way DLC,289730,2014
simulation,F-15C for DCS World,250300,2014
utilities,Wing IDE 5,244830,2014
"adventure,indie",Black Rainbow,288500,2014
action,BloodRayne Betrayal,281220,2014
"action,indie,early access",Serious Sam Classics: Revolution,227780,2014
simulation,Train Simulator: BR Class 20 Loco Add-On,222628,2014
"action,adventure,indie",Into the Dark: Ultimate Trash Edition,266050,2014
"action,early access,indie",The Final Stand,296750,2014
"indie,racing,sports",Jet Car Stunts,274880,2014
"adventure,casual,indie",Full Bore,264060,2014
"action,indie",Croixleur Sigma Demo,298920,2014
"action,indie",Sweezy Gunner,295730,2014
"action,indie",You Have to Win the Game,286100,2012
"adventure,indie",DreadOut Demo,299130,2013
"action,adventure,indie",Outlast: Whistleblower DLC,273300,2014
"casual,simulation",Rocksmith® 2014 – 311 - “Down”,294907,2014
"design &amp,illustration",Indie Graphics Bundle - Royalty Free Sprites,281900,2014
"casual,simulation",Rocksmith® 2014 – 311 - “Beautiful Disaster”,294906,2014
"casual,simulation",Rocksmith® 2014 – 311 - “Amber”,294905,2014
"casual,simulation",Rocksmith® 2014 – 311 Song Pack,294908,2014
"adventure,indie",The Whispered World Special Edition,268540,2014
indie,Back To Life 2,299100,2014
action,Descent: FreeSpace – The Great War,273600,2014
strategy,Rise of Prussia Gold,292760,2013
"action,indie",Blade Symphony,225600,2014
"indie,simulation,strategy",Democracy 3: Extremism,291900,2014
rpg,Fantasy Grounds - PFRPG Basic Paths: Fangs from the Past,299140,2014
"action,free to play,indie",Fistful of Frags,265630,2014
rpg,Coldfire Keep,296530,2014
"indie,strategy",Ground Pounders - High Rez Pack,301060,2014
"adventure,indie,rpg",Lili: Child of Geos - Complete Edition,266490,2014
"indie,rpg,strategy",Fantasy Grounds,252690,2014
"adventure,indie",Chronology,269330,2014
"adventure,indie",Coma: Mortuary,293320,2014
"action,adventure,indie",The Last Tinker™: City of Colors,260160,2014
"casual,indie,simulation,strategy",Wildlife Park 3,287200,2014
rpg,Fantasy Grounds - C&amp;C Castle Keeper's Guide,299300,2014
"action,racing,sports",Gas Guzzlers Extreme: Full Metal Frenzy,277820,2014
"casual,rpg",Deadly Sin 2,285420,2010
simulation,World of Subways 3 – London Underground Circle Line,283620,2014
"indie,rpg",Fantasy Grounds - 3.5E/PFRPG: A00: Crow's Rest Island,301240,2014
"casual,simulation",Rocksmith® 2014 – Mastodon - “Oblivion”,294910,2014
"casual,simulation",Rocksmith® 2014 – Mastodon - “Black Tongue”,294909,2014
"action,casual,indie,early access",Organic Panic,282740,2014
"casual,simulation",Rocksmith® 2014 – Mastodon Song Pack,294912,2014
simulation,Train Simulator: Munich - Garmisch-Partenkirchen Route Add-On,258652,2014
"casual,simulation",Rocksmith® 2014 – Mastodon - “Colony Of Birchmen”,294911,2014
"action,indie,strategy",Awesomenauts - Giga Sentorii Skin,256505,2014
"indie,rpg,simulation,strategy",Hegemony Rome: The Rise of Caesar,227060,2014
"adventure,indie",DreadOut,269790,2014
"adventure,casual",Nightmares from the Deep 2: The Siren`s Call,284790,2013
casual,Sudokuball Detective,288690,2009
"adventure,indie",DreadOut Soundtrack &amp; Manga DLC,298680,2014
"action,adventure,casual,indie",BattleBlock Theater®,238460,2014
"adventure,indie",Rhiannon: Curse of the Four Branches,298140,2008
"action,adventure,casual,indie,rpg",Fearless Fantasy,282100,2014
"adventure,casual,indie",Qbeh-1: The Atlas Cube,252550,2014
"action,adventure,indie",Orc Attack: Flatulent Rebellion,268520,2014
"action,simulation,strategy",Men of War: Assault Squad 2,244450,2014
adventure,Vault Cracker,299170,2014
adventure,Millionaire Manor,299180,2010
strategy,Graviteam Tactics: Volokonovka 1942,296450,2014
"adventure,rpg,strategy",Agarest Zero - DLC Bundle #2,281601,2014
action,Monster Challenge Circus,300910,2014
"action,casual,indie",Frederic: Resurrection of Music,301190,2014
casual,Them - The Summoning,300510,2014
"adventure,casual,indie",The Treasures of Montezuma 4,301150,2013
"action,adventure,casual,indie",Shiny The Firefly,277510,2014
"action,simulation,strategy",Men of War: Assault Squad 2 - Deluxe Edition upgrade,271850,2014
"action,casual,indie,racing,simulation",Rage Runner,279520,2014
"casual,indie,simulation",Flower Shop: Summer In Fairbrook,290990,2010
"adventure,casual,indie,rpg",Dark Scavenger,293880,2014
"casual,indie",Pretentious Game,279540,2014
"action,indie,rpg",Transistor: Original Soundtrack,299240,2014
"action,indie",QUALIA 3: Multi Agent Soundtrack,297150,2014
"action,free to play,indie,strategy",Toribash,248570,2006
"casual,rpg",Legionwood 2: Rise of the Eternal's Realm - Director's Cut,290460,2014
"adventure,indie,rpg",Sweet Lily Dreams,300540,2014
"free to play,indie,strategy",DRAKERZ-Confrontation,266030,2014
"free to play,indie,strategy",DRAKERZ-Confrontation : 12 virtual BOOSTERS,294310,2014
"free to play,indie,strategy",DRAKERZ-Confrontation : 36 virtual BOOSTERS,294311,2014
"free to play,indie,strategy",DRAKERZ-Confrontation : virtual STARTER pack FURKHAN + OGAM,292721,2014
"adventure,casual,indie",Paradigm Shift,299820,2014
"action,adventure,indie",Retro Game Crunch,290040,2014
"simulation,strategy",Europa Universalis IV: Anthology of Alternate History,295220,2014
"rpg,simulation,strategy",Crusader Kings II: Persian Portraits,292981,2014
"free to play,indie,strategy",DRAKERZ-Confrontation : virtual STARTER pack MELEON + KWARTZ,292722,2014
"rpg,simulation,strategy",Crusader Kings II: Persian Unit Pack,292980,2014
"indie,strategy",Space Hulk - Harbinger of Torment Campaign,274431,2014
"indie,simulation",Euro Truck Simulator 2 - Metallic Paint Jobs Pack,297790,2014
casual,I Am Vegend - Zombiegeddon,302460,2013
strategy,Perimeter: Emperor's Testament,289240,2006
"adventure,casual,indie",White Noise Online,293860,2014
"action,rpg,simulation",A.I.M.2 Clan Wars,289180,2007
action,Killer is Dead - Nightmare Edition,261110,2014
"rpg,simulation,strategy",Tropico 5,245620,2014
"casual,indie",GAUGE,272990,2014
casual,Numba Deluxe,301700,2013
"indie,rpg",Fantasy Grounds - Creature Collection 4E - Heroic 1 Token Pack,303332,2014
"indie,rpg",Fantasy Grounds - Basic Roleplaying (BRP) Ruleset,303331,2014
"action,casual,indie",Frederic: Evil Strikes Back,301200,2014
"action,casual,indie",Frederic: Resurrection of Music Demo,303630,2014
casual,Cobi Treasure Deluxe,301690,2013
"indie,rpg",Fantasy Grounds - Ultimate Upgrade,300870,2014
"casual,indie,simulation,strategy",Showtime!,285050,2013
"indie,rpg",Fantasy Grounds - Rolemaster Classic Ruleset,303330,2014
"action,rpg",PAYDAY 2: The Shadow Raid Heist,267382,2014
adventure,Dracula 4 and  5 - Special Steam Edition,279560,2014
strategy,Europa Universalis IV: Wealth of Nations E-book,304590,2014
"simulation,strategy",Europa Universalis IV: Trade Nations Unit Pack,279622,2014
"simulation,strategy",Expansion - Europa Universalis IV: Wealth of Nations,279620,2014
"simulation,strategy",Europa Universalis IV: Muslim Ships Unit Pack,279621,2014
"action,simulation,strategy",Arma 3 DLC Bundle 1,304400,2014
"design &amp,illustration,web publishing",RPG Maker VX Ace - Royal Tiles Resource Pack,291473,2014
"action,racing,simulation,strategy",Arma 3 Karts,288520,2014
"action,indie,strategy",Anomaly Defenders,294750,2014
indie,CAPSULE,303940,2012
"adventure,casual,indie",Where is my Heart?,244950,2014
"indie,simulation",Euro Truck Simulator 2 - Flip Paint Designs,301180,2014
"casual,indie,strategy",Strata,286380,2014
racing,HTR+ Slot Car Simulation,288650,2014
"casual,indie,rpg,simulation",Spirited Heart Deluxe,293920,2011
"adventure,rpg,strategy",Agarest Zero - DLC Bundle #3,281602,2014
"action,adventure,casual,free to play,rpg",El Starter Pack 2.0,304490,2014
"action,adventure,casual,free to play,rpg",El Adventurer Pack 2.0,304491,2014
"indie,strategy",Defense Zone 2,295630,2014
"indie,simulation,strategy,early access",GearCity,285110,2014
"action,adventure,indie,simulation,early access",The Forest,242760,2014
"action,rpg,simulation",State of Decay - Lifeline,259041,2014
"action,adventure,indie",The Fall,290770,2014
"casual,sports",SPORT1 Live : Duel,301250,2014
"action,indie",Kill Fun Yeah,301360,2014
"indie,strategy",The Campaign Series: Fall Weiss,283020,2014
"adventure,rpg",Dysan the Shapeshifter,303410,2014
"action,indie",EPOCH,270510,2014
"indie,strategy",Eador. Masters of the Broken World - Allied Forces,303730,2014
"adventure,casual",Enigmatis 2: The Mists of Ravenwood,284770,2013
"casual,strategy",The Happy Hereafter,306200,2013
casual,300 Dwarves,301730,2013
"adventure,indie",Richard &amp; Alice,279260,2014
"action,casual,indie",Galactic Arms Race,249610,2014
"action,indie,massively multiplayer,rpg,simulation",Nether: Resurrected,247730,2014
"action,indie,simulation,strategy",Kill The Bad Guy,293940,2014
"action,casual,indie",BIT.TRIP FLUX,205090,2014
"adventure,indie,simulation",Ludwig,263120,2014
"action,adventure,indie",Lifeless Planet Premier Edition,261530,2014
"action,indie",Electronic Super Joy: Groove City,301460,2014
simulation,Railroad X,251020,2014
"action,casual,indie",Dead Bits (Soundtrack),306160,2014
simulation,US Diesel Locomotives - Set 1,267680,2014
simulation,US Diesel Locomotives - Set 2,275170,2014
"action,adventure,indie,rpg",Magicite,268750,2014
"adventure,indie",Shadows on the Vatican Act I: Greed,286360,2014
