,genres,title,tags,specs,price,early_access,item_id,developer,anio_lanzamiento
2918,"indie,rpg",The Legend of Candlewind: Nights &amp; Candles,"rpg,indie,tactical,crpg,dungeon crawler,first-person","single-player,steam achievements",9.99,False,326650,Atmosphere Entertainment Studios,2015
24744,"action,adventure,casual,free to play,indie,massively multiplayer,racing,rpg,simulation,sports,strategy",AutoTileSet,"design & illustration,utilities","single-player,downloadable content",,False,313320,Pixelatto,2014
8171,"casual,indie,strategy",Steam: Rails to Riches - Northern England Map,"strategy,indie,casual,trains,turn-based,hex grid,board game,multiplayer,singleplayer,4 player local,family friendly,local multiplayer,asynchronous multiplayer,touch-friendly,turn-based strategy,classic","single-player,multi-player,online multi-player,shared/split screen,cross-platform multiplayer,downloadable content",4.99,False,596822,"Acram Digital,Mobo Studio",2017
9198,action,THE WALL 墙,action,"single-player,steam achievements,steam trading cards",1.99,False,635070,ZuoBuLaiGame,2017
21385,rpg,Tales of Zestiria - Idolmaster Costume Set,rpg,"single-player,multi-player,co-op,shared/split screen,downloadable content,steam achievements,full controller support,steam cloud",3.99,False,382468,BANDAI NAMCO Studio Inc.,2015
14144,"action,indie,strategy",Turret Sector,"indie,strategy,action,tower defense,top-down shooter,robots,sci-fi",single-player,3.99,False,684650,Kittik Game Studio,2017
19516,indie,Satanist,"indie,horror",single-player,0.99,False,480780,Dmitry,2016
11559,"action,adventure",Grand Theft Auto V - Criminal Enterprise Starter Pack,"adventure,action","single-player,multi-player,downloadable content,steam achievements,full controller support",39.99,False,771300,Rockstar North,2017
944,"action,indie,strategy",Awesomenauts - Bumble Gnaw Skin,"action,indie,strategy","single-player,multi-player,co-op,shared/split screen,downloadable content,steam achievements,partial controller support,steam cloud,valve anti-cheat enabled,steam leaderboards",2.49,False,204310,Ronimo Games,2012
7445,"action,adventure",Watch_Dogs® 2 - Dumpster Diver Pack,"action,adventure","single-player,co-op,downloadable content,partial controller support",4.99,False,525034,Ubisoft,2016
22790,simulation,EWS OTA Wagon Pack,simulation,"single-player,downloadable content,steam achievements,full controller support,steam trading cards,steam workshop,steam cloud,steam leaderboards",4.99,False,326002,Dovetail Games,2015
4760,"casual,simulation",Rocksmith® 2014 – Thirty Seconds to Mars - “Closer to the Edge”,"casual,simulation","single-player,shared/split screen,downloadable content,steam achievements,steam trading cards,partial controller support,steam cloud,steam leaderboards",2.99,False,390428,Ubisoft - San Francisco,2016
27150,"adventure,simulation",From Dust,"god game,simulation,adventure,singleplayer,sandbox,strategy,puzzle,magic,building",single-player,14.99,False,33460,Ubisoft Montpellier,2011
23466,"simulation,strategy",Content Pack - Europa Universalis IV: El Dorado,"strategy,simulation","single-player,multi-player,cross-platform multiplayer,downloadable content,steam achievements,steam trading cards,steam workshop,steam cloud",5.99,False,338161,Paradox Development Studio,2015
2137,"indie,rpg,strategy",The Banner Saga - Mod Content,"rpg,strategy,indie","single-player,downloadable content,steam achievements,steam trading cards,captions available",,False,306850,Stoic,2014
25461,"action,simulation",Galactic Command Echo Squad SE,"action,simulation,space","single-player,partial controller support",9.99,False,285670,3000AD,2014
54,action,ARMA: Combat Operations,"action,simulation,shooter,fps,tactical,military","single-player,multi-player,includes level editor",7.99,False,2780,Bohemia Interactive,2007
22809,"casual,simulation",Rocksmith® 2014 – Steve Vai - “For The Love Of God”,"casual,simulation","single-player,shared/split screen,downloadable content,steam achievements,steam trading cards,partial controller support,steam cloud,steam leaderboards",2.99,False,342843,Ubisoft - San Francisco,2015
24206,"action,adventure,indie,racing",Retro City Rampage™ DX,"action,open world,retro,indie,pixel graphics,adventure,1980s,comedy,funny,satire,racing,singleplayer,2d,parody,top-down,crime,violent,great soundtrack,shooter,arcade","single-player,steam achievements,full controller support,steam trading cards,steam cloud,steam leaderboards",14.99,False,204630,"Vblank Entertainment, Inc.",2014
4070,"action,adventure,indie,rpg",Bass Blocks,"indie,action,adventure,rpg","single-player,shared/split screen,full controller support",4.99,False,400220,Paul Cooney,2015
6519,"casual,indie,simulation",6 Nights,"indie,casual,simulation","single-player,shared/split screen",1.99,False,381000,TopArcadeApps,2016
17891,"free to play,massively multiplayer,racing",Racecar.io,"free to play,racing,massively multiplayer","single-player,online multi-player,mmo,cross-platform multiplayer,steam achievements,steam trading cards,partial controller support",Free To Play,False,539640,"Kastriot Sulejmani,Brayden Myers",2016
1291,strategy,Magic 2014 “Masks of the Dimir” Deck Key,strategy,"single-player,multi-player,co-op,shared/split screen,downloadable content,steam achievements,full controller support,steam cloud,stats,steam leaderboards",0.99,False,213892,Stainless Games,2013
26984,"indie,strategy",Darwinia Soundtrack,"strategy,indie,soundtrack",downloadable content,3.99,False,209771,Introversion Software,2012
2853,"indie,rpg",Firefly Online Cortex,"rpg,indie,space,free to play,sci-fi",single-player,Free To Play,False,343750,Spark Plug Games,2015
15961,"design &amp,illustration",Punch! Home &amp; Landscape Design Essentials v19,design & illustration,,49.99,False,583850,Punch! Software,2017
18629,"action,indie,rpg",Crawlers and Brawlers,"action,rpg,indie,2d","single-player,multi-player,online multi-player,local multi-player,co-op,online co-op,local co-op,shared/split screen,cross-platform multiplayer,steam achievements,full controller support,steam trading cards,steam cloud",4.99,False,462860,"Ugly Beard Games, LLC",2016
20818,"action,indie",Futuridium EP Deluxe Original Sound Track,"action,indie","single-player,downloadable content,steam achievements,full controller support,steam cloud,stats,steam leaderboards",4.99,False,433710,MixedBag Srl,2016
2050,racing,HTR+ Slot Car Simulation,"racing,simulation","single-player,partial controller support",6.99,False,288650,QUByte Interactive,2014
5613,"indie,rpg,strategy",Fantasy Grounds - 5E: Tarin's Crown,"rpg,indie,strategy,online co-op,software,party-based rpg,turn-based,fantasy,story rich,utilities","multi-player,co-op,cross-platform multiplayer,downloadable content",5.99,False,471310,"SmiteWorks USA, LLC",2016
8246,"casual,indie,racing,simulation",Blue-Collar Astronaut - OST by Charlie Armour,"indie,casual,simulation,racing","single-player,downloadable content",1.99,False,616600,Mutated Software,2017
11894,simulation,OMSI 2 Add-on Bremen-Nord,simulation,"single-player,downloadable content,full controller support,includes level editor",29.99,False,708173,Halycon Media,2017
8953,"design &amp,illustration,web publishing",RPG Maker MV - Medieval Warfare Music Pack,"design & illustration,web publishing","downloadable content,steam trading cards,partial controller support",24.99,False,653727,"KADOKAWA,Yoji Ojima,Murray Atkinson",2017
14557,"adventure,indie",In the Raven Shadow – Ve stínu havrana,"adventure,indie,point & click,comedy","single-player,steam achievements,steam cloud",3.99,False,656570,"Rainbow Rhino,CINEMAX, s.r.o.",2017
2359,"action,indie,rpg",Lichdom: Battlemage,"rpg,magic,action,first-person,fantasy,indie,singleplayer,fps,adventure,action rpg,female protagonist,difficult,atmospheric,open world","single-player,steam achievements,full controller support,steam trading cards,steam cloud",39.99,False,261760,Xaviant,2014
25758,"free to play,rpg",Marvel Puzzle Quest - S.H.I.E.L.D. New Recruit Pack,"free to play,rpg","single-player,multi-player,cross-platform multiplayer,downloadable content",9.99,False,265130,Demiurge Studios,2013
7407,"action,strategy,early access",Earth Liberation,"early access,strategy,action,rts,aliens,indie",single-player,6.99,True,563490,PoRovoz Studios,2016
7987,"adventure,free to play",Tap Adventure: Time Travel,"free to play,clicker,fantasy,2d,magic,time travel,adventure,rpg,dungeon crawler,dark fantasy,demons,indie,rogue-like,hand-drawn,crafting,dark,funny,gothic,casual,mouse only","single-player,steam achievements,steam trading cards,in-app purchases",Free To Play,False,596650,Avallon Alliance,2017
9161,"adventure,casual,indie",All You Can Eat,"adventure,casual,indie,point & click,comic book,singleplayer,comedy,funny","single-player,steam achievements,captions available,steam cloud,stats,commentary available",1.99,False,663240,Gamechuck,2017
1716,"action,indie",Aqua Kitty - Milk Mine Defender,"action,indie,shoot em up,retro,arcade,2d,pixel graphics,local co-op,shooter,side scroller,cute,co-op,difficult,underwater,great soundtrack,local multiplayer","single-player,shared/split screen,steam achievements,full controller support,steam trading cards,steam cloud,steam leaderboards",6.99,False,263880,"Dugan,Gabor,Electric Cafe",2014
3226,strategy,World War I,"strategy,world war i,rts","single-player,steam cloud",4.99,False,361380,Dark Fox,2005
5145,"adventure,casual,indie",Draw a Stickman: EPIC - Friend's Journey,"adventure,indie,casual","single-player,downloadable content,steam achievements,steam trading cards,steam cloud,stats",1.99,False,435570,Hitcents,2016
760,"casual,indie",Containment: The Zombie Puzzler,"casual,indie,puzzle,zombies,singleplayer","single-player,steam achievements,steam leaderboards",4.99,False,203560,Bootsnake Games,2012
18494,"adventure,casual,indie",Heirs And Graces,"indie,casual,adventure,visual novel","single-player,steam achievements,steam trading cards,partial controller support,steam cloud",19.99,False,482990,Winter Wolves,2016
14857,rpg,Superdimension Neptune VS Sega Hard Girls - Fever Gauge Plus | 仕様書 フィーバーゲージ上昇アップ | 增加狂熱量表上升量,rpg,"single-player,downloadable content,steam achievements,full controller support,steam trading cards,steam cloud",0.99,False,620741,"IDEA FACTORY,COMPILE HEART,FELISTELLA",2017
13184,"adventure,indie",Arkaia: The Enigmatic Isle,"adventure,indie","single-player,steam achievements",1.99,False,619010,Painted Sky Studios,2017
10450,action,Marvel vs. Capcom: Infinite - Superior Iron Man Costume,action,"single-player,multi-player,online multi-player,downloadable content,steam achievements,full controller support,in-app purchases,steam cloud,stats,steam leaderboards",3.99,False,721110,Capcom,2017
22958,"adventure,casual,indie,rpg",Last Word,"rpg,indie,adventure,casual,female protagonist,story rich,rpgmaker,great soundtrack,visual novel,jrpg,pixel graphics,retro","single-player,steam achievements,full controller support,steam trading cards",9.99,False,355530,Twelve Tiles,2015
27314,rpg,Dragon Age: Origins - Ultimate Edition,"rpg,fantasy,story rich,singleplayer,party-based rpg,choices matter,real-time with pause,mature,adventure,character customization,strategy,female protagonist,dark fantasy,dragons,multiple endings,classic,open world,tactical,moddable,action",single-player,29.99,False,47810,BioWare,2010
172,rpg,The Elder Scrolls IV: Oblivion® Game of the Year Edition,"open world,rpg,fantasy,singleplayer,moddable,first-person,exploration,adventure,great soundtrack,action,magic,sandbox,character customization,atmospheric,story rich,medieval,action rpg,classic,third person,dark fantasy","single-player,steam cloud",14.99,False,22330,Bethesda Game Studios,2007
26726,simulation,Train Simulator: Sherman Hill Route Add-On,simulation,"single-player,downloadable content,steam achievements,partial controller support,steam cloud,steam leaderboards",19.99,False,208286,Dovetail Games,2012
2015,"rpg,simulation,strategy",Crusader Kings II: Persian Portraits,"strategy,rpg,simulation","single-player,multi-player,downloadable content,steam trading cards",1.99,False,292981,Paradox Development Studio,2014
